dropout,batch_size,no_nodes,look_back,theta,acc,auc,return
0.0,8.0,100.0,1.0,0.0,0.6845781837721655,0.8351073265075684,9.24468218046846
0.0,8.0,100.0,1.0,0.1,0.6845781837721655,0.8351073265075684,7.315645149017875
0.0,8.0,100.0,1.0,0.2,0.6845781837721655,0.8351073265075684,5.535013304791624
0.0,8.0,100.0,3.0,0.0,0.9365250134480904,0.9776079058647156,42.03404151737541
0.0,8.0,100.0,3.0,0.1,0.9365250134480904,0.9776079058647156,41.0622914203672
0.0,8.0,100.0,3.0,0.2,0.9365250134480904,0.9776079058647156,40.6268827361814
0.0,8.0,100.0,6.0,0.0,0.9391163793103448,0.980092465877533,43.02272754401551
0.0,8.0,100.0,6.0,0.1,0.9391163793103448,0.980092465877533,41.59763218001239
0.0,8.0,100.0,6.0,0.2,0.9391163793103448,0.980092465877533,40.329599657917406
0.0,8.0,100.0,9.0,0.0,0.9411764705882352,0.9812206029891968,43.55622636084917
0.0,8.0,100.0,9.0,0.1,0.9411764705882352,0.9812206029891968,42.400204593703535
0.0,8.0,100.0,9.0,0.2,0.9411764705882352,0.9812206029891968,41.64720835366425
0.0,8.0,100.0,12.0,0.0,0.94,0.9821435809135436,42.699713753585726
0.0,8.0,100.0,12.0,0.1,0.94,0.9821435809135436,42.93897714526394
0.0,8.0,100.0,12.0,0.2,0.94,0.9821435809135436,41.593261076917294
0.0,8.0,100.0,18.0,0.0,0.9425162689804772,0.9817999601364136,42.57488571770425
0.0,8.0,100.0,18.0,0.1,0.9425162689804772,0.9817999601364136,42.3142225969163
0.0,8.0,100.0,18.0,0.2,0.9425162689804772,0.9817999601364136,42.44243365311283
0.0,8.0,100.0,24.0,0.0,0.9488574537540804,0.9821549057960509,43.4885719563762
0.0,8.0,100.0,24.0,0.1,0.9488574537540804,0.9821549057960509,43.060581454417154
0.0,8.0,100.0,24.0,0.2,0.9488574537540804,0.9821549057960509,42.459175071760285
0.0,8.0,150.0,1.0,0.0,0.6904889844169801,0.8362457752227783,9.618046846412133
0.0,8.0,150.0,1.0,0.1,0.6904889844169801,0.8362457752227783,7.721755298276937
0.0,8.0,150.0,1.0,0.2,0.6904889844169801,0.8362457752227783,6.535952520811362
0.0,8.0,150.0,3.0,0.0,0.9349112426035504,0.9776203632354736,40.65485872646549
0.0,8.0,150.0,3.0,0.1,0.9349112426035504,0.9776203632354736,41.36528193708438
0.0,8.0,150.0,3.0,0.2,0.9349112426035504,0.9776203632354736,39.471460363834645
0.0,8.0,150.0,6.0,0.0,0.9375,0.9795405268669128,40.895268504291394
0.0,8.0,150.0,6.0,0.1,0.9375,0.9795405268669128,40.527627902434986
0.0,8.0,150.0,6.0,0.2,0.9375,0.9795405268669128,39.959137588142035
0.0,8.0,150.0,9.0,0.0,0.9390178089584458,0.9818354845046996,42.914478980630015
0.0,8.0,150.0,9.0,0.1,0.9390178089584458,0.9818354845046996,42.648004696103
0.0,8.0,150.0,9.0,0.2,0.9390178089584458,0.9818354845046996,41.52931646793174
0.0,8.0,150.0,12.0,0.0,0.9508108108108108,0.9818702340126038,43.72979617465535
0.0,8.0,150.0,12.0,0.1,0.9508108108108108,0.9818702340126038,43.05379419821929
0.0,8.0,150.0,12.0,0.2,0.9508108108108108,0.9818702340126038,41.28454657073592
0.0,8.0,150.0,18.0,0.0,0.9425162689804772,0.9821128845214844,42.85793604987507
0.0,8.0,150.0,18.0,0.1,0.9425162689804772,0.9821128845214844,43.202545063464136
0.0,8.0,150.0,18.0,0.2,0.9425162689804772,0.9821128845214844,42.722522016944964
0.0,8.0,150.0,24.0,0.0,0.940152339499456,0.9820404052734376,41.43504788183099
0.0,8.0,150.0,24.0,0.1,0.940152339499456,0.9820404052734376,40.31888857815537
0.0,8.0,150.0,24.0,0.2,0.940152339499456,0.9820404052734376,39.368060837824295
0.0,8.0,200.0,1.0,0.0,0.7098334228909189,0.8371333479881287,11.082466619458263
0.0,8.0,200.0,1.0,0.1,0.7098334228909189,0.8371333479881287,9.88784325571317
0.0,8.0,200.0,1.0,0.2,0.7098334228909189,0.8371333479881287,7.246249303101537
0.0,8.0,200.0,3.0,0.0,0.9359870898332436,0.9774813055992126,40.941026939605415
0.0,8.0,200.0,3.0,0.1,0.9359870898332436,0.9774813055992126,39.94809871316461
0.0,8.0,200.0,3.0,0.2,0.9359870898332436,0.9774813055992126,37.86263847593657
0.0,8.0,200.0,6.0,0.0,0.9315732758620692,0.9797659516334534,42.097781272687186
0.0,8.0,200.0,6.0,0.1,0.9315732758620692,0.9797659516334534,41.057165950098096
0.0,8.0,200.0,6.0,0.2,0.9315732758620692,0.9797659516334534,41.04195971066593
0.0,8.0,200.0,9.0,0.0,0.9481921208850512,0.981212556362152,43.97826446832249
0.0,8.0,200.0,9.0,0.1,0.9481921208850512,0.981212556362152,43.760451545289534
0.0,8.0,200.0,9.0,0.2,0.9481921208850512,0.981212556362152,42.545794823658035
0.0,8.0,200.0,12.0,0.0,0.9405405405405406,0.981751561164856,42.547415454979465
0.0,8.0,200.0,12.0,0.1,0.9405405405405406,0.981751561164856,42.40188918255765
0.0,8.0,200.0,12.0,0.2,0.9405405405405406,0.981751561164856,41.046504563540076
0.0,8.0,200.0,18.0,0.0,0.9354663774403472,0.9820346236228944,43.01287707183548
0.0,8.0,200.0,18.0,0.1,0.9354663774403472,0.9820346236228944,42.27990528233612
0.0,8.0,200.0,18.0,0.2,0.9354663774403472,0.9820346236228944,42.046755900284964
0.0,8.0,200.0,24.0,0.0,0.9385201305767138,0.9820476770401,42.803656170646384
0.0,8.0,200.0,24.0,0.1,0.9385201305767138,0.9820476770401,42.22026833171967
0.0,8.0,200.0,24.0,0.2,0.9385201305767138,0.9820476770401,41.30969273589631
0.0,64.0,30.0,1.0,0.0,0.7544331004836109,0.8112809062004089,15.036385815267087
0.0,64.0,30.0,1.0,0.1,0.7544331004836109,0.8112809062004089,11.91881839850452
0.0,64.0,30.0,1.0,0.2,0.7544331004836109,0.8112809062004089,8.673670383461129
0.0,64.0,30.0,3.0,0.0,0.9365250134480904,0.9687309861183168,38.505957253599526
0.0,64.0,30.0,3.0,0.1,0.9365250134480904,0.9687309861183168,38.99987746674165
0.0,64.0,30.0,3.0,0.2,0.9365250134480904,0.9687309861183168,37.507352815358296
0.0,64.0,30.0,6.0,0.0,0.9466594827586208,0.9664016962051392,39.31078826379058
0.0,64.0,30.0,6.0,0.1,0.9466594827586208,0.9664016962051392,38.37909568365474
0.0,64.0,30.0,6.0,0.2,0.9466594827586208,0.9664016962051392,37.824899733764035
0.0,64.0,30.0,9.0,0.0,0.9390178089584458,0.9579005241394044,37.19981258428735
0.0,64.0,30.0,9.0,0.1,0.9390178089584458,0.9579005241394044,36.74459855771446
0.0,64.0,30.0,9.0,0.2,0.9390178089584458,0.9579005241394044,36.92412962290672
0.0,64.0,30.0,12.0,0.0,0.947027027027027,0.9654628038406372,38.576567739869965
0.0,64.0,30.0,12.0,0.1,0.947027027027027,0.9654628038406372,38.836203786692884
0.0,64.0,30.0,12.0,0.2,0.947027027027027,0.9654628038406372,37.22183737956581
0.0,64.0,30.0,18.0,0.0,0.9376355748373102,0.9644241929054259,38.472241601089024
0.0,64.0,30.0,18.0,0.1,0.9376355748373102,0.9644241929054259,37.80882551556606
0.0,64.0,30.0,18.0,0.2,0.9376355748373102,0.9644241929054259,37.0535796745237
0.0,64.0,30.0,24.0,0.0,0.9439608269858542,0.96530681848526,37.656109767422116
0.0,64.0,30.0,24.0,0.1,0.9439608269858542,0.96530681848526,38.36051954772133
0.0,64.0,30.0,24.0,0.2,0.9439608269858542,0.96530681848526,37.080097219615496
0.0,64.0,50.0,1.0,0.0,0.7517463729177861,0.8132468461990356,14.300642254593818
0.0,64.0,50.0,1.0,0.1,0.7517463729177861,0.8132468461990356,12.784746267536418
0.0,64.0,50.0,1.0,0.2,0.7517463729177861,0.8132468461990356,8.391416326244814
0.0,64.0,50.0,3.0,0.0,0.9435180204410972,0.9706305265426636,39.14104090642354
0.0,64.0,50.0,3.0,0.1,0.9435180204410972,0.9706305265426636,38.79230743769835
0.0,64.0,50.0,3.0,0.2,0.9435180204410972,0.9706305265426636,37.37623585225247
0.0,64.0,50.0,6.0,0.0,0.9391163793103448,0.9693039655685424,38.958116693515464
0.0,64.0,50.0,6.0,0.1,0.9391163793103448,0.9693039655685424,38.39673162244409
0.0,64.0,50.0,6.0,0.2,0.9391163793103448,0.9693039655685424,38.49917068291514
0.0,64.0,50.0,9.0,0.0,0.9427954668105776,0.9708110094070436,39.31355105392264
0.0,64.0,50.0,9.0,0.1,0.9427954668105776,0.9708110094070436,38.68627940462728
0.0,64.0,50.0,9.0,0.2,0.9427954668105776,0.9708110094070436,38.138127241903625
0.0,64.0,50.0,12.0,0.0,0.9443243243243244,0.9706823825836182,39.370676435475396
0.0,64.0,50.0,12.0,0.1,0.9443243243243244,0.9706823825836182,38.62018114085066
0.0,64.0,50.0,12.0,0.2,0.9443243243243244,0.9706823825836182,39.014066455192925
0.0,64.0,50.0,18.0,0.0,0.9414316702819956,0.9702746868133544,38.70730348170276
0.0,64.0,50.0,18.0,0.1,0.9414316702819956,0.9702746868133544,38.30678059827843
0.0,64.0,50.0,18.0,0.2,0.9414316702819956,0.9702746868133544,37.278228501610755
0.0,64.0,50.0,24.0,0.0,0.9477693144722524,0.9707894921302797,38.87997229210928
0.0,64.0,50.0,24.0,0.1,0.9477693144722524,0.9707894921302797,38.45335925277891
0.0,64.0,50.0,24.0,0.2,0.9477693144722524,0.9707894921302797,38.451349967837366
0.0,64.0,70.0,1.0,0.0,0.7619559376679205,0.8161963224411011,14.776972036916545
0.0,64.0,70.0,1.0,0.1,0.7619559376679205,0.8161963224411011,12.483121996080046
0.0,64.0,70.0,1.0,0.2,0.7619559376679205,0.8161963224411011,8.102822199846544
0.0,64.0,70.0,3.0,0.0,0.9472834857450242,0.9718634486198424,39.416561562315394
0.0,64.0,70.0,3.0,0.1,0.9472834857450242,0.9718634486198424,38.838368197370045
0.0,64.0,70.0,3.0,0.2,0.9472834857450242,0.9718634486198424,37.98358745437069
0.0,64.0,70.0,6.0,0.0,0.9439655172413792,0.9733264446258544,40.168080149535186
0.0,64.0,70.0,6.0,0.1,0.9439655172413792,0.9733264446258544,40.09397939748951
0.0,64.0,70.0,6.0,0.2,0.9439655172413792,0.9733264446258544,39.869393861461454
0.0,64.0,70.0,9.0,0.0,0.9438747976254722,0.972445785999298,39.20511014886775
0.0,64.0,70.0,9.0,0.1,0.9438747976254722,0.972445785999298,39.66228832406622
0.0,64.0,70.0,9.0,0.2,0.9438747976254722,0.972445785999298,40.309038390107276
0.0,64.0,70.0,12.0,0.0,0.947027027027027,0.9730165004730223,40.15631261102588
0.0,64.0,70.0,12.0,0.1,0.947027027027027,0.9730165004730223,40.266777806428145
0.0,64.0,70.0,12.0,0.2,0.947027027027027,0.9730165004730223,39.82537767284246
0.0,64.0,70.0,18.0,0.0,0.9436008676789588,0.97232323884964,38.5493721020488
0.0,64.0,70.0,18.0,0.1,0.9436008676789588,0.97232323884964,38.28445165289242
0.0,64.0,70.0,18.0,0.2,0.9436008676789588,0.97232323884964,38.24399759484368
0.0,64.0,70.0,24.0,0.0,0.9483133841131663,0.9733521938323976,40.153645357036645
0.0,64.0,70.0,24.0,0.1,0.9483133841131663,0.9733521938323976,39.610473395371024
0.0,64.0,70.0,24.0,0.2,0.9483133841131663,0.9733521938323976,38.482347476359415
0.0,64.0,90.0,1.0,0.0,0.7560451370231058,0.8159711360931396,14.829560338590555
0.0,64.0,90.0,1.0,0.1,0.7560451370231058,0.8159711360931396,12.468388057352257
0.0,64.0,90.0,1.0,0.2,0.7560451370231058,0.8159711360931396,8.140210330183704
0.0,64.0,90.0,3.0,0.0,0.945669714900484,0.9732678532600404,39.852212175056
0.0,64.0,90.0,3.0,0.1,0.945669714900484,0.9732678532600404,39.01336090088068
0.0,64.0,90.0,3.0,0.2,0.945669714900484,0.9732678532600404,38.336689186356956
0.0,64.0,90.0,6.0,0.0,0.9445043103448276,0.9730906486511229,39.497172363122175
0.0,64.0,90.0,6.0,0.1,0.9445043103448276,0.9730906486511229,39.609388924995976
0.0,64.0,90.0,6.0,0.2,0.9445043103448276,0.9730906486511229,39.96213857979704
0.0,64.0,90.0,9.0,0.0,0.9471127900701564,0.9740959405899048,39.702421810778425
0.0,64.0,90.0,9.0,0.1,0.9471127900701564,0.9740959405899048,39.27843816612607
0.0,64.0,90.0,9.0,0.2,0.9471127900701564,0.9740959405899048,39.21172102031501
0.0,64.0,90.0,12.0,0.0,0.9448648648648648,0.973622739315033,39.323961523863844
0.0,64.0,90.0,12.0,0.1,0.9448648648648648,0.973622739315033,40.434728632959796
0.0,64.0,90.0,12.0,0.2,0.9448648648648648,0.973622739315033,39.338911401202395
0.0,64.0,90.0,18.0,0.0,0.945770065075922,0.9731195569038392,40.268141171149175
0.0,64.0,90.0,18.0,0.1,0.945770065075922,0.9731195569038392,39.684077883492854
0.0,64.0,90.0,18.0,0.2,0.945770065075922,0.9731195569038392,39.00789733400539
0.0,64.0,90.0,24.0,0.0,0.9521218715995649,0.9749112725257874,40.309231505436074
0.0,64.0,90.0,24.0,0.1,0.9521218715995649,0.9749112725257874,39.991171680817494
0.0,64.0,90.0,24.0,0.2,0.9521218715995649,0.9749112725257874,39.99425172973496
0.0,64.0,100.0,1.0,0.0,0.7630306286942504,0.8170707821846008,14.791346887705634
0.0,64.0,100.0,1.0,0.1,0.7630306286942504,0.8170707821846008,12.425389723521759
0.0,64.0,100.0,1.0,0.2,0.7630306286942504,0.8170707821846008,8.230023099925454
0.0,64.0,100.0,3.0,0.0,0.9478214093598708,0.9732975363731384,39.641355373939206
0.0,64.0,100.0,3.0,0.1,0.9478214093598708,0.9732975363731384,39.828839103180854
0.0,64.0,100.0,3.0,0.2,0.9478214093598708,0.9732975363731384,38.20117390608838
0.0,64.0,100.0,6.0,0.0,0.9445043103448276,0.9735813736915588,39.82738750529534
0.0,64.0,100.0,6.0,0.1,0.9445043103448276,0.9735813736915588,40.666395508011476
0.0,64.0,100.0,6.0,0.2,0.9445043103448276,0.9735813736915588,40.006381727732155
0.0,64.0,100.0,9.0,0.0,0.947652455477604,0.974664270877838,40.323983083151155
0.0,64.0,100.0,9.0,0.1,0.947652455477604,0.974664270877838,39.592052412057136
0.0,64.0,100.0,9.0,0.2,0.947652455477604,0.974664270877838,39.50491082966016
0.0,64.0,100.0,12.0,0.0,0.9486486486486486,0.9749363660812378,40.449659773598206
0.0,64.0,100.0,12.0,0.1,0.9486486486486486,0.9749363660812378,40.9559395284674
0.0,64.0,100.0,12.0,0.2,0.9486486486486486,0.9749363660812378,40.16381491000327
0.0,64.0,100.0,18.0,0.0,0.9506507592190888,0.9753004908561708,40.76715874178984
0.0,64.0,100.0,18.0,0.1,0.9506507592190888,0.9753004908561708,40.33659378547489
0.0,64.0,100.0,18.0,0.2,0.9506507592190888,0.9753004908561708,40.456249750901996
0.0,64.0,100.0,24.0,0.0,0.9504896626768228,0.9752865433692932,40.027205962042615
0.0,64.0,100.0,24.0,0.1,0.9504896626768228,0.9752865433692932,39.47585471137568
0.0,64.0,100.0,24.0,0.2,0.9504896626768228,0.9752865433692932,38.84167998140428
0.0,64.0,150.0,1.0,0.0,0.7624932831810854,0.8171629905700684,14.949835029406273
0.0,64.0,150.0,1.0,0.1,0.7624932831810854,0.8171629905700684,12.695801757680409
0.0,64.0,150.0,1.0,0.2,0.7624932831810854,0.8171629905700684,8.311138819957673
0.0,64.0,150.0,3.0,0.0,0.9419042495965572,0.9740737676620485,40.03952175115954
0.0,64.0,150.0,3.0,0.1,0.9419042495965572,0.9740737676620485,39.342372211705715
0.0,64.0,150.0,3.0,0.2,0.9419042495965572,0.9740737676620485,37.46275326849688
0.0,64.0,150.0,6.0,0.0,0.941271551724138,0.9747911691665648,40.29902521527625
0.0,64.0,150.0,6.0,0.1,0.941271551724138,0.9747911691665648,40.95942459246073
0.0,64.0,150.0,6.0,0.2,0.941271551724138,0.9747911691665648,40.895698127751054
0.0,64.0,150.0,9.0,0.0,0.947652455477604,0.9756742119789124,40.87502065397471
0.0,64.0,150.0,9.0,0.1,0.947652455477604,0.9756742119789124,39.550828784823025
0.0,64.0,150.0,9.0,0.2,0.947652455477604,0.9756742119789124,38.786387980565145
0.0,64.0,150.0,12.0,0.0,0.9486486486486486,0.975899338722229,41.09622662511946
0.0,64.0,150.0,12.0,0.1,0.9486486486486486,0.975899338722229,40.418443237108846
0.0,64.0,150.0,12.0,0.2,0.9486486486486486,0.975899338722229,39.564086511940296
0.0,64.0,150.0,18.0,0.0,0.943058568329718,0.9761930108070374,40.166334291807715
0.0,64.0,150.0,18.0,0.1,0.943058568329718,0.9761930108070374,40.774574260569956
0.0,64.0,150.0,18.0,0.2,0.943058568329718,0.9761930108070374,40.5713165892869
0.0,64.0,150.0,24.0,0.0,0.9488574537540804,0.9763221740722656,40.79568203476576
0.0,64.0,150.0,24.0,0.1,0.9488574537540804,0.9763221740722656,40.585162633536676
0.0,64.0,150.0,24.0,0.2,0.9488574537540804,0.9763221740722656,39.93065242598525
0.0,64.0,200.0,1.0,0.0,0.7662547017732402,0.8172289133071899,15.3131614509154
0.0,64.0,200.0,1.0,0.1,0.7662547017732402,0.8172289133071899,13.122659544847446
0.0,64.0,200.0,1.0,0.2,0.7662547017732402,0.8172289133071899,8.309309861329206
0.0,64.0,200.0,3.0,0.0,0.9273803119956966,0.9732533097267152,38.82565056816215
0.0,64.0,200.0,3.0,0.1,0.9273803119956966,0.9732533097267152,37.566028646519044
0.0,64.0,200.0,3.0,0.2,0.9273803119956966,0.9732533097267152,36.80625832054976
0.0,64.0,200.0,6.0,0.0,0.9428879310344828,0.9753482937812804,40.654756688676756
0.0,64.0,200.0,6.0,0.1,0.9428879310344828,0.9753482937812804,40.690726053624346
0.0,64.0,200.0,6.0,0.2,0.9428879310344828,0.9753482937812804,40.121818068756134
0.0,64.0,200.0,9.0,0.0,0.947652455477604,0.976474404335022,41.71827146551972
0.0,64.0,200.0,9.0,0.1,0.947652455477604,0.976474404335022,41.35154874836079
0.0,64.0,200.0,9.0,0.2,0.947652455477604,0.976474404335022,39.89776086796087
0.0,64.0,200.0,12.0,0.0,0.9562162162162162,0.9758369326591492,42.0247566852629
0.0,64.0,200.0,12.0,0.1,0.9562162162162162,0.9758369326591492,41.540886670421045
0.0,64.0,200.0,12.0,0.2,0.9562162162162162,0.9758369326591492,40.24277689287573
0.0,64.0,200.0,18.0,0.0,0.9436008676789588,0.9767163395881652,41.494136980830376
0.0,64.0,200.0,18.0,0.1,0.9436008676789588,0.9767163395881652,41.11214779286035
0.0,64.0,200.0,18.0,0.2,0.9436008676789588,0.9767163395881652,40.518304871227215
0.0,64.0,200.0,24.0,0.0,0.9477693144722524,0.9764532446861268,39.99984381593695
0.0,64.0,200.0,24.0,0.1,0.9477693144722524,0.9764532446861268,41.07048935003049
0.0,64.0,200.0,24.0,0.2,0.9477693144722524,0.9764532446861268,40.43579552293039
0.0,128.0,30.0,1.0,0.0,0.723267060720043,0.7852014899253845,10.9100295755777
0.0,128.0,30.0,1.0,0.1,0.723267060720043,0.7852014899253845,7.265740299525675
0.0,128.0,30.0,1.0,0.2,0.723267060720043,0.7852014899253845,5.886147386029742
0.0,128.0,30.0,3.0,0.0,0.9343733189887036,0.9635711312294006,38.298675446336105
0.0,128.0,30.0,3.0,0.1,0.9343733189887036,0.9635711312294006,38.08961749997762
0.0,128.0,30.0,3.0,0.2,0.9343733189887036,0.9635711312294006,36.504020998477294
0.0,128.0,30.0,6.0,0.0,0.9407327586206896,0.9595258831977844,37.43599217161713
0.0,128.0,30.0,6.0,0.1,0.9407327586206896,0.9595258831977844,37.487618867061315
